Date,Andaman and Nicobar Islands,Andhra Pradesh,Bihar,Chhattisgarh,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,J and K,Jharkhand,Karnataka,Kerala,Madhya Pradesh,Maharashtra,NorthEast,Odisha,Punjab,Rajasthan,Tamil Nadu,Telengana,Uttar Pradesh,Uttarakhand,West Bengal,India
2020-04-04,10,161,29,9,386,6,95,49,6,89,2,128,295,104,423,28,5,53,179,411,158,174,16,69,2885.0
2020-04-05,10,161,30,9,445,7,105,49,6,106,2,144,306,104,490,28,20,57,200,485,269,227,22,69,3351.0
2020-04-06,10,226,30,9,503,7,122,84,13,120,3,151,314,165,690,30,21,68,253,571,321,227,26,80,4044.0
2020-04-07,10,266,32,10,523,7,144,90,13,123,4,151,327,165,748,31,21,76,288,621,321,305,31,91,4398.0
2020-04-08,10,305,38,10,576,7,165,147,18,130,4,175,336,229,1018,32,42,91,328,690,364,326,31,99,5171.0
2020-04-09,11,348,38,10,669,7,179,147,18,172,4,181,345,229,1135,32,42,101,381,738,427,361,33,103,5711.0
2020-04-10,11,348,39,10,720,7,241,169,18,173,13,181,357,259,1364,34,44,101,463,834,442,410,35,116,6389.0
2020-04-11,11,363,60,18,903,7,308,177,28,222,14,207,364,435,1574,34,48,132,553,911,473,431,35,116,7424.0
2020-04-12,11,381,63,18,1069,7,432,177,32,222,17,214,364,532,1761,35,50,151,700,969,504,452,35,134,8330.0
2020-04-13,11,427,64,31,1154,7,516,185,32,260,19,232,376,564,1985,35,54,151,804,1043,504,483,35,152,9124.0
2020-04-14,11,473,66,31,1510,7,617,199,32,285,24,258,379,730,2337,28,55,176,879,1173,624,657,35,190,10776.0
2020-04-15,11,483,66,33,1561,7,650,199,33,295,27,260,387,730,2687,39,60,176,969,1204,624,660,37,213,11411.0
2020-04-16,11,525,70,33,1578,7,766,205,35,317,28,279,388,987,2916,46,60,186,1023,1242,647,735,37,231,12352.0
2020-04-17,11,572,83,36,1640,7,1021,205,35,332,29,353,395,1308,3205,50,60,186,1131,1267,743,846,37,255,13807.0
2020-04-18,12,572,83,36,1707,7,1099,225,36,346,33,359,396,1310,3323,50,60,202,1229,1323,766,849,40,287,14350.0
2020-04-19,14,603,86,36,1893,7,1376,225,39,359,34,384,400,1407,3651,52,61,202,1351,1372,809,969,42,310,15682.0
2020-04-20,15,646,93,36,2003,7,1743,233,39,368,42,390,402,1407,4203,52,68,219,1478,1477,844,1084,44,339,17232.0
2020-04-21,16,722,113,36,2081,7,1939,254,39,386,46,408,408,1485,4666,52,74,245,1576,1520,873,1184,46,392,18568.0
2020-04-22,16,757,126,36,2156,7,2178,254,39,398,45,418,427,1552,5218,53,79,245,1659,1596,928,1294,46,423,19950.0
2020-04-23,18,813,143,36,2248,7,2407,262,40,425,49,427,438,1592,5652,53,83,251,1890,1629,945,1449,46,456,21359.0
2020-04-24,22,895,153,36,2376,7,2624,272,40,445,53,445,447,1699,6430,54,90,277,1964,1683,960,1510,47,514,23043.0
2020-04-25,27,955,223,36,2514,7,2815,272,40,474,57,474,450,1852,6817,54,94,298,2034,1755,984,1621,48,571,24472.0
2020-04-26,33,1061,243,37,2625,7,3071,289,40,514,67,500,457,2096,7628,54,94,298,2083,1821,991,1843,48,611,26511.0
2020-04-27,33,1097,274,37,2918,7,3301,289,40,543,82,503,458,2096,8068,54,103,313,2185,1885,1002,1868,50,649,27855.0
2020-04-28,33,1183,345,37,3108,7,3548,296,40,566,82,512,481,2168,8590,54,118,313,2262,1937,1004,1955,51,697,29387.0
2020-04-29,33,1259,366,38,3314,7,3744,310,40,587,103,523,485,2387,9318,56,118,322,2364,2058,1004,2053,54,725,31268.0
2020-04-30,33,1332,392,38,3439,7,4082,310,40,603,107,535,495,2561,9915,56,125,357,2438,2162,1012,2134,55,758,32986.0
2020-05-01,33,1403,418,40,3515,7,4395,313,40,636,109,565,497,2660,10498,60,142,357,2584,2323,1038,2203,57,795,34688.0
2020-05-02,33,1463,471,43,3738,7,4721,360,40,661,111,589,497,2719,11506,61,149,480,2666,2526,1039,2328,58,795,37061.0
2020-05-03,33,1525,481,43,4122,7,5054,360,40,688,115,601,499,2846,12296,63,157,772,2770,2757,1063,2487,59,922,39760.0
2020-05-04,33,1583,503,57,4549,7,5428,442,40,742,115,614,500,2846,12974,75,162,1102,2886,3023,1082,2645,60,963,42431.0
2020-05-05,33,1650,528,58,4898,7,5804,517,41,767,115,651,500,2942,14541,88,169,1233,3061,3550,1085,2766,60,1259,46323.0
2020-05-06,33,1717,536,59,5104,7,6245,548,42,782,125,671,502,3049,15525,102,175,1451,3158,4058,1096,2880,61,1344,49270.0
2020-05-07,33,1777,542,59,5532,7,6625,594,45,816,127,693,503,3138,16758,104,185,1516,3317,4829,1107,2998,61,1456,52822.0
2020-05-08,33,1847,550,59,5980,7,7012,625,46,835,132,705,503,3252,17974,135,219,1644,3427,5409,1123,3071,61,1548,56197.0
2020-05-09,33,1887,571,59,6318,7,7402,647,50,865,132,753,503,3341,19063,193,271,1731,3579,6009,1133,3214,63,1678,59502.0
2020-05-10,33,1930,591,59,6542,7,7796,675,50,878,156,794,505,3614,20228,214,294,1762,3708,6535,1163,3373,67,1786,62760.0
2020-05-11,33,1980,696,59,6923,7,8194,703,55,903,157,848,512,3614,22171,230,377,1823,3814,7204,1196,3467,68,1939,66973.0
2020-05-12,33,2018,747,59,7233,7,8541,730,59,921,160,862,519,3785,23401,234,414,1877,3988,8002,1275,3573,68,2063,70569.0
2020-05-13,33,2090,831,59,7639,7,8903,780,65,976,172,925,524,3986,24427,236,437,1914,4126,8718,1326,3664,69,2173,74080.0
