Date,Andaman and Nicobar Islands,Andhra Pradesh,Bihar,Chhattisgarh,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,J and K,Jharkhand,Karnataka,Kerala,Madhya Pradesh,Maharashtra,NorthEast,Odisha,Punjab,Rajasthan,Tamil Nadu,Telengana,Uttar Pradesh,Uttarakhand,West Bengal,India
2020-03-12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2020-03-13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2020-03-14,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2020-03-15,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2020-03-16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2020-03-17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.0
2020-03-18,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.0
2020-03-19,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4.0
2020-03-20,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4.0
2020-03-21,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4.0
2020-03-22,0,0,1,0,1,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,7.0
2020-03-23,0,0,1,0,1,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,8.0
2020-03-24,0,0,1,0,2,0,1,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,10.0
2020-03-25,0,0,1,0,1,0,1,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,0,1,10.0
2020-03-26,0,0,1,0,1,0,3,0,1,1,0,2,0,1,3,0,0,1,0,1,0,0,0,1,16.0
2020-03-27,0,0,1,0,1,0,3,0,1,1,0,2,0,1,4,0,0,1,0,1,0,0,0,1,17.0
2020-03-28,0,0,1,0,1,0,3,0,1,1,0,2,0,2,5,0,0,1,0,1,0,0,0,1,19.0
2020-03-29,0,0,1,0,2,0,4,0,1,1,0,3,1,2,6,0,0,1,0,1,1,0,0,1,25.0
2020-03-30,0,0,1,0,2,0,5,0,1,2,0,3,1,2,8,0,0,1,0,1,1,0,0,1,29.0
2020-03-31,0,0,1,0,2,0,6,0,1,2,0,3,1,3,9,0,0,3,0,1,1,0,0,2,35.0
2020-04-01,0,0,1,0,2,0,6,0,1,2,0,3,2,3,9,0,0,3,0,1,3,2,0,0,38.0
2020-04-02,0,1,1,0,2,0,6,0,1,2,0,3,2,6,13,0,0,4,0,1,3,2,0,0,47.0
2020-04-03,0,1,1,0,4,0,7,0,1,2,0,3,2,6,16,0,0,4,0,1,3,2,0,3,56.0
2020-04-04,0,1,1,0,6,0,9,0,1,2,0,3,2,6,19,0,0,5,0,1,7,2,0,3,68.0
2020-04-05,0,1,1,0,6,0,10,0,1,2,0,4,2,6,24,0,0,5,0,3,7,2,0,3,77.0
2020-04-06,0,3,1,0,7,0,11,1,1,2,0,4,2,9,45,0,0,6,0,5,7,2,0,3,109.0
2020-04-07,0,3,1,0,7,0,12,1,1,2,0,4,2,9,45,0,0,6,3,5,7,3,0,3,114.0
2020-04-08,0,4,1,0,9,0,13,3,1,2,0,4,2,13,64,0,1,7,3,7,7,3,0,5,149.0
2020-04-09,0,4,1,0,9,0,16,3,1,4,0,5,2,13,72,0,1,8,3,8,7,4,0,5,166.0
2020-04-10,0,4,1,0,12,0,17,3,1,4,1,5,2,16,97,0,1,8,3,8,7,4,0,5,199.0
2020-04-11,0,6,1,0,13,0,19,3,1,4,1,6,2,33,110,1,1,11,3,8,7,4,0,5,239.0
2020-04-12,0,6,1,0,19,0,22,3,1,4,1,6,2,36,127,1,1,11,3,10,9,5,0,5,273.0
2020-04-13,0,7,1,0,24,0,25,3,1,4,2,6,2,36,149,1,1,11,3,11,9,5,0,7,308.0
2020-04-14,0,9,1,0,28,0,26,3,1,4,2,9,3,50,160,1,1,12,3,11,17,5,0,7,353.0
2020-04-15,0,9,1,0,30,0,28,3,1,4,2,10,3,50,178,1,1,12,3,12,17,5,0,7,377.0
2020-04-16,0,14,1,0,32,0,33,3,1,4,2,12,3,53,187,2,1,13,3,14,18,11,0,7,414.0
2020-04-17,0,14,1,0,38,0,38,3,1,4,2,13,3,57,194,2,1,13,11,15,18,14,0,10,452.0
2020-04-18,0,14,2,0,42,0,41,3,1,5,2,13,3,69,201,2,1,13,11,15,18,14,0,10,480.0
2020-04-19,0,15,2,0,42,0,53,3,1,5,2,14,3,70,211,2,1,13,11,15,18,14,0,12,507.0
2020-04-20,0,15,2,0,45,0,63,3,1,5,2,16,3,70,223,2,1,16,14,15,18,17,0,12,543.0
2020-04-21,0,20,2,0,47,0,71,3,1,5,2,16,3,74,232,2,1,16,25,17,23,18,0,12,590.0
